"Player","Team","MP","GS","Goals","Shots","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","X2nd.Assists","Unscored.Key.Passes","KP.Goal","Big.Chances","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Cross.Comp","Cross.Comp.Pct","Cross.Att","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Comp.Pct","Launch.Att","Through.Comp","Through.Comp.Pct","Through.Att","Throw.In.Comp","Throw.In.Comp.Pct","Throw.In.Att","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Pass.Comp","Pass.Comp.Pct","Pass.Att","opPass.Comp","opPass.Comp.Pct","opPass.Att","opPPass.Comp","opPPass.Comp.Pct","opPPass.Att","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Comp.Pct","PPass.Att","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att"
"Farrelly","PTFC",97,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,1,2,0.5,4,0,0,2,3,1,3,0,NA,0,0,0,0,NA,0,0,0,0,0,0,50,0.735294117647059,68,47,0.723076923076923,65,30,0.769230769230769,39,0.6,0.558823529411765,0.176470588235294,0.264705882352941,25,38,0.657894736842105,11,12,0.916666666666667,14,18,0.777777777777778,0.573529411764706,30,0.769230769230769,39,0.435897435897436,0.205128205128205,0.358974358974359,13,17,0.764705882352941,7,8,0.875,10,14,0.714285714285714,2,0.666666666666667,3,1,4,1,2,1,2,0,3,0,1,40,4,10,5,5,2,1,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Fishlock","SRFC",192,2,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,0,5,0.5,10,0,0,2,0,NA,0,0,NA,0,0,0,2,0.666666666666667,3,0,0,0,0,3,55,0.774647887323944,71,53,0.779411764705882,68,26,0.838709677419355,31,0.455882352941176,0.605633802816901,0.23943661971831,0.154929577464789,28,43,0.651162790697674,16,17,0.941176470588235,11,11,1,0.436619718309859,26,0.838709677419355,31,0.612903225806452,0.258064516129032,0.129032258064516,14,19,0.736842105263158,8,8,1,4,4,1,3,0.6,5,2,2,2,6,0.666666666666667,9,3,4,0,1,53,23,13,10,3,6,7,9,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Fletcher","SRFC",183,2,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0.25,4,4,0,1,0.2,5,0,NA,0,18,0.782608695652174,23,2,1,2,0,0,0,NA,0,0,0,0,0,0,88,0.778761061946903,113,68,0.772727272727273,88,23,0.657142857142857,35,0.397727272727273,0.716814159292035,0.132743362831858,0.150442477876106,56,81,0.691358024691358,15,15,1,17,17,1,0.309734513274336,23,0.657142857142857,35,0.714285714285714,0.114285714285714,0.171428571428571,13,25,0.52,4,4,1,6,6,1,1,0.333333333333333,3,2,0,0,3,0.6,5,2,1,0,2,29,11,13,12,1,7,6,1,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Gilliland","CRS",93,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,NA,0,6,0.6,10,0,NA,0,0,0,1,1,1,0,0,0,0,1,25,0.735294117647059,34,18,0.782608695652174,23,6,0.857142857142857,7,0.304347826086957,0.529411764705882,0.147058823529412,0.323529411764706,11,18,0.611111111111111,3,5,0.6,11,11,1,0.205882352941176,6,0.857142857142857,7,0.285714285714286,0,0.714285714285714,1,2,0.5,0,0,NA,5,5,1,0,0,6,6,0,3,0,0,1,1,0,0,1,22,8,5,2,3,1,3,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Groom","FCKC",5,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,0.5,0,1,0,0,0,NA,2,2,1,0,0,NA,0.5,1,1,1,0,1,0,0,0,NA,1,1,1,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Harris","WAS",95,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,1,18,0.692307692307692,26,10,0.588235294117647,17,0,0,1,0.0588235294117647,0.923076923076923,0.0769230769230769,0,16,24,0.666666666666667,2,2,1,0,0,NA,0.0384615384615385,0,0,1,1,0,0,0,1,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0.375,2,1,1,0.5,7,7,0,2,1,2,0,0,2,2,0,3,3,0,0,0,0,2,0,18,0.692307692307692,26,7,1,7,0,0,1,2,0.25,8
"Heath","PTFC",97,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,0,0,NA,0,1,1,1,3,0.75,4,1,1,1,0,0,1,0.25,4,0,0,0,0,4,42,0.777777777777778,54,37,0.822222222222222,45,26,0.8125,32,0.711111111111111,0.462962962962963,0.277777777777778,0.259259259259259,16,25,0.64,14,15,0.933333333333333,12,14,0.857142857142857,0.592592592592593,26,0.8125,32,0.46875,0.21875,0.3125,11,15,0.733333333333333,7,7,1,8,10,0.8,5,0.555555555555556,9,4,2,1,1,1,1,0,3,0,1,16,10,8,5,3,4,4,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Hemmings","CRS",93,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,4,0.571428571428571,7,0,NA,0,0,0,0,NA,0,0,0,0,0,0,28,0.777777777777778,36,24,0.827586206896552,29,12,0.857142857142857,14,0.482758620689655,0.444444444444444,0.361111111111111,0.194444444444444,11,16,0.6875,10,13,0.769230769230769,7,7,1,0.388888888888889,12,0.857142857142857,14,0.357142857142857,0.428571428571429,0.214285714285714,5,5,1,4,6,0.666666666666667,3,3,1,4,0.571428571428571,7,3,2,3,2,1,2,0,1,0,3,18,5,11,6,5,1,2,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Holiday","FCKC",93,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,1,2,2,0,0,0,2,1,1,1,0,NA,0,0,NA,0,0,0,1,0.5,2,0,0,0,0,2,53,0.828125,64,52,0.838709677419355,62,27,0.9,30,0.483870967741935,0.40625,0.34375,0.25,16,26,0.615384615384615,22,22,1,15,16,0.9375,0.46875,27,0.9,30,0.233333333333333,0.4,0.366666666666667,5,7,0.714285714285714,12,12,1,10,11,0.909090909090909,1,0.25,4,3,0,0,0,0,1,1,3,0,1,21,8,9,7,2,1,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Hoy","CRS",58,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,2,0.666666666666667,3,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,13,0.928571428571429,14,13,0.928571428571429,14,9,1,9,0.642857142857143,0.0714285714285714,0.285714285714286,0.642857142857143,1,1,1,3,4,0.75,9,9,1,0.642857142857143,9,1,9,0.111111111111111,0.222222222222222,0.666666666666667,1,1,1,2,2,1,6,6,1,3,1,3,0,0,3,2,0.333333333333333,6,4,0,0,1,11,2,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Huerta","CRS",47,0,0,2,1,2,0,0,2,1,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,0,0,0,1,0,NA,0,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,7,0.7,10,6,0.666666666666667,9,5,0.833333333333333,6,0.666666666666667,0.6,0.2,0.2,4,6,0.666666666666667,1,2,0.5,2,2,1,0.6,5,0.833333333333333,6,0.5,0.166666666666667,0.333333333333333,3,3,1,0,1,0,2,2,1,0,0,2,2,0,0,1,0.333333333333333,3,2,1,0,0,15,5,3,2,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Huster","WAS",11,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.5,8,4,0.5,8,3,0.6,5,0.625,0.625,0.125,0.25,2,5,0.4,0,1,0,2,2,1,0.625,3,0.6,5,0.6,0,0.4,1,3,0.333333333333333,0,0,NA,2,2,1,1,1,1,0,0,1,0,NA,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Johnson","CRS",47,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,1,0.333333333333333,3,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,12,0.666666666666667,18,12,0.666666666666667,18,1,1,1,0.0555555555555556,0.722222222222222,0.222222222222222,0.0555555555555556,8,13,0.615384615384615,3,4,0.75,1,1,1,0.0555555555555556,1,1,1,1,0,0,1,1,1,0,0,NA,0,0,NA,0,0,1,1,0,0,1,1,1,0,2,0,0,3,1,6,4,2,2,2,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Johnson","WAS",95,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0.333333333333333,3,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,1,34,0.871794871794872,39,33,0.868421052631579,38,8,1,8,0.210526315789474,0.666666666666667,0.256410256410256,0.0769230769230769,22,26,0.846153846153846,10,10,1,2,3,0.666666666666667,0.205128205128205,8,1,8,0.75,0.125,0.125,6,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,1,0,2,8,2,8,6,2,2,8,2,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Johnston","CRS",93,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,2,0.333333333333333,6,0,0,1,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,33,0.66,50,32,0.653061224489796,49,7,0.538461538461538,13,0.26530612244898,0.76,0.1,0.14,21,38,0.552631578947368,5,5,1,7,7,1,0.26,7,0.538461538461538,13,0.692307692307692,0.153846153846154,0.153846153846154,3,9,0.333333333333333,2,2,1,2,2,1,0,NA,0,0,0,1,2,1,2,0,2,0,1,5,2,9,6,3,5,4,4,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Kopmeyer","SRFC",97,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,4,0.8,5,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,24,0.923076923076923,26,15,0.9375,16,0,NA,0,0,0.807692307692308,0.192307692307692,0,20,21,0.952380952380952,4,5,0.8,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,NA,4,4,0,3,0,1,0,0,3,3,0,1,1,0,0,0,0,2,0,24,0.923076923076923,26,8,0.888888888888889,9,1,1,1,4,1,4
"Kyle","PTFC",21,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,12,0.8,15,11,0.785714285714286,14,6,0.75,8,0.571428571428571,0.333333333333333,0.4,0.266666666666667,2,5,0.4,6,6,1,4,4,1,0.533333333333333,6,0.75,8,0.375,0.375,0.25,1,3,0.333333333333333,3,3,1,2,2,1,0,NA,0,0,0,0,0,NA,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Laddish","FCKC",63,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,31,0.837837837837838,37,31,0.837837837837838,37,14,0.875,16,0.432432432432432,0.513513513513513,0.243243243243243,0.243243243243243,14,19,0.736842105263158,8,9,0.888888888888889,9,9,1,0.432432432432432,14,0.875,16,0.5,0.25,0.25,6,8,0.75,4,4,1,4,4,1,0,0,1,1,0,1,2,0.333333333333333,6,4,2,0,2,6,9,4,3,1,1,6,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"LePeilbet","FCKC",93,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,2,1,2,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,20,0.909090909090909,22,20,0.909090909090909,22,7,1,7,0.318181818181818,0.681818181818182,0.227272727272727,0.0909090909090909,14,15,0.933333333333333,5,5,1,1,2,0.5,0.318181818181818,7,1,7,0.571428571428571,0.285714285714286,0.142857142857143,4,4,1,2,2,1,1,1,1,0,NA,0,0,0,0,3,0.6,5,2,0,0,1,9,5,1,1,0,3,9,4,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Little","SRFC",192,2,1,3,1,2,0,0,2,0.666666666666667,0,2,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,2,0.333333333333333,6,6,0,0,NA,0,5,0.5,10,1,1,1,1,1,1,0,0,2,0.666666666666667,3,0,0,1,0,4,77,0.83695652173913,92,73,0.839080459770115,87,46,0.851851851851852,54,0.620689655172414,0.402173913043478,0.228260869565217,0.369565217391304,27,37,0.72972972972973,18,21,0.857142857142857,32,34,0.941176470588235,0.58695652173913,46,0.851851851851852,54,0.37037037037037,0.240740740740741,0.388888888888889,15,20,0.75,12,13,0.923076923076923,19,21,0.904761904761905,11,0.611111111111111,18,7,4,2,0,0,3,3,2,0,0,40,17,20,13,6,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Lohman","WAS",23,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,9,1,9,8,1,8,6,1,6,0.75,0.222222222222222,0.222222222222222,0.555555555555556,2,2,1,2,2,1,5,5,1,0.666666666666667,6,1,6,0.166666666666667,0.333333333333333,0.5,1,1,1,2,2,1,3,3,1,0,NA,0,0,0,0,0,0,1,1,0,0,1,12,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Long","PTFC",97,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,1,0.5,2,2,0,0,NA,0,0,0,1,0,NA,0,1,0.333333333333333,3,0,0,0,NA,0,0,0,1,0,1,35,0.833333333333333,42,34,0.871794871794872,39,21,0.954545454545455,22,0.564102564102564,0.476190476190476,0.30952380952381,0.214285714285714,15,20,0.75,11,13,0.846153846153846,9,9,1,0.523809523809524,21,0.954545454545455,22,0.409090909090909,0.272727272727273,0.318181818181818,8,9,0.888888888888889,6,6,1,7,7,1,0,0,2,2,2,0,3,0.6,5,2,1,0,3,20,8,7,5,2,3,3,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Matheson","WAS",95,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,3,0,0,0,2,1,1,1,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,28,0.756756756756757,37,27,0.75,36,17,0.944444444444444,18,0.5,0.351351351351351,0.324324324324324,0.324324324324324,9,13,0.692307692307692,7,12,0.583333333333333,12,12,1,0.486486486486487,17,0.944444444444444,18,0.333333333333333,0.277777777777778,0.388888888888889,6,6,1,4,5,0.8,7,7,1,3,1,3,0,0,2,0,0,2,2,1,0,1,14,7,8,2,6,2,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Mathias","SRFC",173,2,0,3,0.333333333333333,1,0,2,2,0.666666666666667,0,3,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0.333333333333333,3,3,0,0,0,1,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,18,0.666666666666667,27,18,0.666666666666667,27,11,0.611111111111111,18,0.666666666666667,0.407407407407407,0.222222222222222,0.37037037037037,5,11,0.454545454545455,3,6,0.5,10,10,1,0.666666666666667,11,0.611111111111111,18,0.444444444444444,0.166666666666667,0.388888888888889,3,8,0.375,1,3,0.333333333333333,7,7,1,2,0.181818181818182,11,9,0,1,5,0.5,10,5,4,0,2,46,22,8,5,2,3,4,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Mautz","CRS",47,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,0,NA,0,1,1,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,13,0.764705882352941,17,13,0.764705882352941,17,9,0.9,10,0.588235294117647,0.529411764705882,0,0.470588235294118,5,9,0.555555555555556,0,0,NA,8,8,1,0.588235294117647,9,0.9,10,0.5,0,0.5,4,5,0.8,0,0,NA,5,5,1,2,0.666666666666667,3,1,0,0,1,1,1,0,0,0,1,26,2,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
