"Player","Team","MP","GS","Goals","Shots","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","X2nd.Assists","Unscored.Key.Passes","KP.Goal","Big.Chances","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Cross.Comp","Cross.Comp.Pct","Cross.Att","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Comp.Pct","Launch.Att","Through.Comp","Through.Comp.Pct","Through.Att","Throw.In.Comp","Throw.In.Comp.Pct","Throw.In.Att","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Pass.Comp","Pass.Comp.Pct","Pass.Att","opPass.Comp","opPass.Comp.Pct","opPass.Att","opPPass.Comp","opPPass.Comp.Pct","opPPass.Att","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Comp.Pct","PPass.Att","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att"
"Menges","PTFC",97,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,2,1,2,0,NA,0,1,1,1,0,NA,0,0,0,3,1,3,0,0,0,0,3,42,0.875,48,38,0.863636363636364,44,13,0.764705882352941,17,0.386363636363636,0.770833333333333,0.125,0.104166666666667,32,37,0.864864864864865,5,6,0.833333333333333,5,5,1,0.354166666666667,13,0.764705882352941,17,0.823529411764706,0,0.176470588235294,10,14,0.714285714285714,0,0,NA,3,3,1,0,0,1,1,1,1,1,1,1,0,3,0,2,3,4,9,8,1,5,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Moros","FCKC",93,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,1,6,0.666666666666667,9,0,NA,0,0,0,0,NA,0,0,0,0,0,0,42,0.724137931034483,58,36,0.73469387755102,49,20,0.740740740740741,27,0.551020408163265,0.637931034482759,0.206896551724138,0.155172413793103,24,37,0.648648648648649,9,12,0.75,9,9,1,0.46551724137931,20,0.740740740740741,27,0.666666666666667,0.148148148148148,0.185185185185185,12,18,0.666666666666667,3,4,0.75,5,5,1,3,0.75,4,1,0,0,4,1,4,0,1,0,7,16,6,3,2,1,3,1,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Nairn","WAS",95,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,1,0.166666666666667,6,0,NA,0,0,NA,0,3,0.75,4,0,0,3,0.6,5,0,0,0,0,5,61,0.802631578947368,76,55,0.82089552238806,67,20,0.952380952380952,21,0.313432835820896,0.473684210526316,0.276315789473684,0.25,26,36,0.722222222222222,17,21,0.80952380952381,18,19,0.947368421052632,0.276315789473684,20,0.952380952380952,21,0.428571428571429,0.285714285714286,0.285714285714286,9,9,1,5,6,0.833333333333333,6,6,1,1,1,1,0,1,0,0,0,1,1,0,0,0,7,2,7,6,1,4,3,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"O'Reilly","FCKC",93,1,0,4,0.75,3,0,1,3,0.75,0,3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0.5,4,3,1,0,0,1,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,34,0.755555555555556,45,34,0.755555555555556,45,16,0.761904761904762,21,0.466666666666667,0.333333333333333,0.333333333333333,0.333333333333333,9,15,0.6,12,15,0.8,13,15,0.866666666666667,0.466666666666667,16,0.761904761904762,21,0.380952380952381,0.238095238095238,0.380952380952381,5,8,0.625,5,5,1,6,8,0.75,2,0.5,4,2,1,2,1,1,1,0,2,0,0,8,3,5,4,1,2,1,1,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Ordega","WAS",73,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.625,8,5,0.625,8,2,0.666666666666667,3,0.375,0.25,0.375,0.375,1,2,0.5,2,3,0.666666666666667,2,3,0.666666666666667,0.375,2,0.666666666666667,3,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0,1,1,1,1,1,1,1,0.111111111111111,9,8,0,1,2,0.5,4,2,2,0,0,7,9,2,1,1,0,4,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Oyster","WAS",95,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0.333333333333333,3,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,41,0.872340425531915,47,41,0.872340425531915,47,12,0.8,15,0.319148936170213,0.702127659574468,0.212765957446809,0.0851063829787234,27,33,0.818181818181818,10,10,1,4,4,1,0.319148936170213,12,0.8,15,0.8,0.133333333333333,0.0666666666666667,9,12,0.75,2,2,1,1,1,1,0,NA,0,0,0,0,0,0,3,3,3,0,2,5,3,7,7,0,4,2,4,2,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Polkinghorne","PTFC",63,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,20,0.833333333333333,24,20,0.833333333333333,24,14,0.933333333333333,15,0.625,0.541666666666667,0.291666666666667,0.166666666666667,9,13,0.692307692307692,7,7,1,4,4,1,0.625,14,0.933333333333333,15,0.533333333333333,0.266666666666667,0.2,7,8,0.875,4,4,1,3,3,1,0,0,1,1,1,1,1,0.5,2,1,2,0,3,17,6,3,1,2,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Press","CRS",93,1,0,8,0.25,2,0,6,5,0.625,1,3,2,2,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,1,0,1,16,0.8,20,16,0.8,20,7,1,7,0.35,0.5,0.1,0.4,6,10,0.6,2,2,1,8,8,1,0.35,7,1,7,0.285714285714286,0.142857142857143,0.571428571428571,2,2,1,1,1,1,4,4,1,3,0.428571428571429,7,4,2,4,0,0,2,2,1,0,0,14,9,4,2,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Rapinoe","SRFC",174,2,1,6,0.333333333333333,1,0,4,5,0.833333333333333,0,4,2,0,0,0,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0.375,8,8,0,0,0,1,1,0.5,2,4,1,4,1,0.166666666666667,6,0,0,1,1,1,0,0,0,0,1,48,0.6,80,42,0.608695652173913,69,24,0.631578947368421,38,0.550724637681159,0.5375,0.2625,0.2,27,43,0.627906976744186,8,21,0.380952380952381,13,16,0.8125,0.475,24,0.631578947368421,38,0.631578947368421,0.157894736842105,0.210526315789474,15,24,0.625,3,6,0.5,6,8,0.75,7,0.4375,16,9,2,5,5,0.5,10,5,9,0,6,46,26,13,7,6,3,6,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Raso","WAS",47,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,10,0.833333333333333,12,10,0.833333333333333,12,6,0.75,8,0.666666666666667,0.333333333333333,0.25,0.416666666666667,3,4,0.75,2,3,0.666666666666667,5,5,1,0.666666666666667,6,0.75,8,0.25,0.375,0.375,1,2,0.5,2,3,0.666666666666667,3,3,1,0,0,1,1,0,2,0,0,1,1,2,0,0,10,3,2,2,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Reed","SRFC",24,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,5,1,5,4,1,4,4,1,4,1,0.4,0,0.6,2,2,1,0,0,NA,3,3,1,0.8,4,1,4,0.25,0,0.75,1,1,1,0,0,NA,3,3,1,0,0,1,1,0,1,0,0,2,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Reynolds","WAS",95,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,2,0,NA,0,6,0.666666666666667,9,0,NA,0,0,0,0,NA,0,0,0,0,0,0,42,0.792452830188679,53,36,0.818181818181818,44,16,0.842105263157895,19,0.431818181818182,0.716981132075472,0.0943396226415094,0.188679245283019,31,38,0.815789473684211,3,5,0.6,8,10,0.8,0.358490566037736,16,0.842105263157895,19,0.631578947368421,0.157894736842105,0.210526315789474,10,12,0.833333333333333,2,3,0.666666666666667,4,4,1,2,0.666666666666667,3,1,1,0,6,0.75,8,2,0,0,1,14,8,7,4,3,4,3,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Rodriguez","FCKC",89,1,2,3,1,1,0,0,1,0.333333333333333,0,3,0,0,0,0,0,0,NA,0,0,0,0,3,2,0.666666666666667,0,0,1,0,0,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,18,0.857142857142857,21,18,0.857142857142857,21,4,0.8,5,0.238095238095238,0.380952380952381,0.238095238095238,0.380952380952381,5,8,0.625,5,5,1,8,8,1,0.238095238095238,4,0.8,5,0.6,0.2,0.2,2,3,0.666666666666667,1,1,1,1,1,1,2,0.666666666666667,3,1,0,3,1,0.2,5,4,0,0,0,12,3,7,4,3,1,1,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Salem","WAS",85,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,38,0.808510638297872,47,38,0.808510638297872,47,15,0.833333333333333,18,0.382978723404255,0.48936170212766,0.25531914893617,0.25531914893617,15,23,0.652173913043478,12,12,1,11,12,0.916666666666667,0.382978723404255,15,0.833333333333333,18,0.388888888888889,0.166666666666667,0.444444444444444,4,7,0.571428571428571,3,3,1,8,8,1,1,0.5,2,1,2,0,2,0.285714285714286,7,5,1,0,0,13,4,2,2,0,1,5,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Sauerbrunn","FCKC",93,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,22,0.814814814814815,27,22,0.814814814814815,27,9,0.818181818181818,11,0.407407407407407,0.62962962962963,0.296296296296296,0.0740740740740741,13,17,0.764705882352941,7,8,0.875,2,2,1,0.407407407407407,9,0.818181818181818,11,0.636363636363636,0.363636363636364,0,5,7,0.714285714285714,4,4,1,0,0,NA,0,0,1,1,0,1,2,0.666666666666667,3,1,3,0,0,7,8,7,6,1,10,2,5,2,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Shim","PTFC",13,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,2,0.666666666666667,3,2,0.666666666666667,3,2,0.666666666666667,3,1,0.666666666666667,0,0.333333333333333,1,2,0.5,0,0,NA,1,1,1,1,2,0.666666666666667,3,0.666666666666667,0,0.333333333333333,1,2,0.5,0,0,NA,1,1,1,1,1,1,0,0,0,0,NA,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Silva","FCKC",23,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,1,1,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,13,1,13,13,1,13,3,1,3,0.230769230769231,0.384615384615385,0.230769230769231,0.384615384615385,5,5,1,3,3,1,5,5,1,0.230769230769231,3,1,3,0.333333333333333,0,0.666666666666667,1,1,1,0,0,NA,2,2,1,0,0,1,1,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Sinclair","PTFC",97,1,0,3,0.666666666666667,2,0,1,3,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,NA,0,0,0,1,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,17,0.68,25,17,0.68,25,10,0.666666666666667,15,0.6,0.32,0.24,0.44,4,8,0.5,5,6,0.833333333333333,8,11,0.727272727272727,0.6,10,0.666666666666667,15,0.133333333333333,0.4,0.466666666666667,1,2,0.5,5,6,0.833333333333333,4,7,0.571428571428571,0,NA,0,0,1,1,7,0.7,10,3,2,0,0,17,5,6,4,2,1,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Solo","SRFC",95,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,2,0.333333333333333,6,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,1,11,0.647058823529412,17,8,0.8,10,0,0,1,0.1,0.823529411764706,0.176470588235294,0,8,14,0.571428571428571,3,3,1,0,0,NA,0.0588235294117647,0,0,1,1,0,0,0,1,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,4,3,1,0,0,0,0,2,0,2,0,0,0,0,NA,2,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,11,0.647058823529412,17,1,1,1,1,0.2,5,4,0.8,5
"Tancredi","CRS",35,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,8,0.8,10,8,0.8,10,5,1,5,0.5,0.3,0.4,0.3,2,3,0.666666666666667,3,4,0.75,3,3,1,0.5,5,1,5,0.2,0.4,0.4,1,1,1,2,2,1,2,2,1,0,NA,0,0,0,1,2,0.666666666666667,3,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Tymrak","FCKC",71,1,1,2,1,1,0,0,2,1,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,NA,0,1,0.5,2,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,20,0.714285714285714,28,20,0.714285714285714,28,11,0.647058823529412,17,0.607142857142857,0.428571428571429,0.25,0.321428571428571,6,12,0.5,6,7,0.857142857142857,8,9,0.888888888888889,0.607142857142857,11,0.647058823529412,17,0.411764705882353,0.235294117647059,0.352941176470588,3,7,0.428571428571429,3,4,0.75,5,6,0.833333333333333,4,0.666666666666667,6,2,2,1,0,NA,0,0,1,0,4,7,7,5,4,1,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Van Hollebeke","PTFC",85,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,3,0.75,4,4,0,1,0.5,2,0,NA,0,4,0.8,5,0,NA,0,0,0,0,NA,0,0,0,0,0,0,30,0.769230769230769,39,26,0.764705882352941,34,18,0.75,24,0.705882352941177,0.641025641025641,0.153846153846154,0.205128205128205,16,25,0.64,6,6,1,8,8,1,0.615384615384615,18,0.75,24,0.583333333333333,0.166666666666667,0.25,8,14,0.571428571428571,4,4,1,6,6,1,1,0.5,2,1,0,0,5,0.833333333333333,6,1,3,0,0,9,6,4,1,3,2,3,5,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Veje","SRFC",71,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,6,0.75,8,8,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,23,0.793103448275862,29,23,0.793103448275862,29,18,0.9,20,0.689655172413793,0.310344827586207,0.275862068965517,0.413793103448276,6,9,0.666666666666667,5,8,0.625,12,12,1,0.689655172413793,18,0.9,20,0.25,0.25,0.5,3,5,0.6,5,5,1,10,10,1,1,0.2,5,4,0,2,0,0,1,1,1,0,0,9,4,4,1,3,1,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Williamson","PTFC",97,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,2,0,NA,0,0,NA,0,0,NA,0,0,0,1,0.5,2,0,0,0,0,2,20,0.769230769230769,26,19,0.791666666666667,24,7,0.636363636363636,11,0.458333333333333,0.692307692307692,0.269230769230769,0.0384615384615385,12,18,0.666666666666667,7,7,1,1,1,1,0.423076923076923,7,0.636363636363636,11,0.818181818181818,0.181818181818182,0,5,9,0.555555555555556,2,2,1,0,0,NA,1,1,1,0,0,0,1,1,1,0,0,0,1,8,6,6,3,3,0,3,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Winters","SRFC",192,2,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,1,0,0,0,0,1,55,0.887096774193548,62,54,0.885245901639344,61,35,0.875,40,0.655737704918033,0.387096774193548,0.241935483870968,0.370967741935484,17,24,0.708333333333333,15,15,1,23,23,1,0.645161290322581,35,0.875,40,0.325,0.2,0.475,8,13,0.615384615384615,8,8,1,19,19,1,1,0.333333333333333,3,2,1,1,6,0.461538461538462,13,7,4,0,3,35,23,20,14,4,2,2,2,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Yanez","SRFC",122,1,1,3,0.333333333333333,0,0,2,3,1,1,2,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,29,0.805555555555556,36,29,0.805555555555556,36,17,0.944444444444444,18,0.5,0.305555555555556,0.277777777777778,0.416666666666667,9,11,0.818181818181818,5,10,0.5,15,15,1,0.5,17,0.944444444444444,18,0.277777777777778,0.222222222222222,0.5,5,5,1,3,4,0.75,9,9,1,1,0.333333333333333,3,2,1,1,4,0.8,5,1,5,0,3,46,14,5,4,1,1,3,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
"Zerboni","PTFC",77,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,1,0.5,2,0,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,26,0.787878787878788,33,26,0.787878787878788,33,13,0.722222222222222,18,0.545454545454545,0.545454545454545,0.181818181818182,0.272727272727273,11,18,0.611111111111111,6,6,1,9,9,1,0.545454545454545,13,0.722222222222222,18,0.5,0.166666666666667,0.333333333333333,4,9,0.444444444444444,3,3,1,6,6,1,0,0,3,3,0,2,1,0.5,2,1,3,0,2,14,10,7,3,4,2,3,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0
