date,year,month,day,competition.slug,competition.string,home.team,away.team,matchup,rmd.link,match.csv.link,stats.csv.link,notes,round,location.data,home.FIFA.rank,away.FIFA.rank
7/16/16,2016,7,16,nwsl-2016,NWSL 2016,SRFC,WNYF,SRFC-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-srfc-wnyf-071616.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-srfc-wnyf-071616.csv,,week-13,no,,
7/17/16,2016,7,17,nwsl-2016,NWSL 2016,BOS,SBFC,BOS-SBFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-bos-sbfc-071716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-bos-sbfc-071716.csv,,week-13,no,,
7/23/16,2016,7,23,nwsl-2016,NWSL 2016,SBFC,WAS,SBFC-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-was-072316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-sbfc-was-072316.csv,,week-14,no,,
7/23/16,2016,7,23,nwsl-2016,NWSL 2016,CRS,HOU,CRS-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-hou-072316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-crs-hou-072316.csv,,week-14,yes,,
7/23/16,2016,7,23,nwsl-2016,NWSL 2016,WNYF,FCKC,WNYF-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-fckc-072316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-wnyf-fckc-072316.csv,,week-14,no,,
7/23/16,2016,7,23,nwsl-2016,NWSL 2016,SRFC,ORL,SRFC-ORL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-srfc-orl-072316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-srfc-orl-072316.csv,,week-14,no,,
7/30/16,2016,7,30,nwsl-2016,NWSL 2016,PTFC,SRFC,PTFC-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-srfc-073016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-ptfc-srfc-073016.csv,,week-15,no,,
7/30/16,2016,7,30,nwsl-2016,NWSL 2016,CRS,FCKC,CRS-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-fckc-073016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-crs-fckc-073016.csv,,week-15,no,,
7/30/16,2016,7,30,nwsl-2016,NWSL 2016,HOU,WNYF,HOU-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-wnyf-073016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-hou-wnyf-073016.csv,,week-15,no,,
7/31/16,2016,7,31,nwsl-2016,NWSL 2016,BOS,ORL,BOS-ORL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-bos-orl-073116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-bos-orl-073116.csv,,week-15,no,,
7/31/16,2016,7,31,nwsl-2016,NWSL 2016,WAS,SBFC,WAS-SBFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-sbfc-073116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-was-sbfc-073116.csv,,week-15,no,,
8/18/16,2016,8,18,nwsl-2016,NWSL 2016,HOU,WAS,HOU-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-was-081816.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-hou-was-081816.csv,,week-16,no,,
8/26/16,2016,8,26,nwsl-2016,NWSL 2016,ORL,WAS,ORL-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-was-082616.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-orl-was-082616.csv,,week-16,no,,
8/27/16,2016,8,27,nwsl-2016,NWSL 2016,SRFC,PTFC,SRFC-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-srfc-ptfc-082716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-srfc-ptfc-082716.csv,,week-16,no,,
8/27/16,2016,8,27,nwsl-2016,NWSL 2016,WNYF,HOU,WNYF-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-hou-082716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-wnyf-hou-082716.csv,,week-16,no,,
8/27/16,2016,8,27,nwsl-2016,NWSL 2016,SBFC,CRS,SBFC-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-crs-082716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-sbfc-crs-082716.csv,,week-16,no,,
8/28/16,2016,8,28,nwsl-2016,NWSL 2016,FCKC,BOS,FCKC-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-fckc-bos-082816.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-fckc-bos-082816.csv,,week-16,no,,
8/31/16,2016,8,31,nwsl-2016,NWSL 2016,BOS,HOU,BOS-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-bos-hou-083116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-bos-hou-083116.csv,,week-17,no,,
9/3/16,2016,9,3,nwsl-2016,NWSL 2016,HOU,ORL,HOU-ORL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-orl-090316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-hou-orl-090316.csv,,week-17,no,,
9/3/16,2016,9,3,nwsl-2016,NWSL 2016,WAS,WNYF,WAS-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-wnyf-090316.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-was-wnyf-090316.csv,,week-17,no,,
9/4/16,2016,9,4,nwsl-2016,NWSL 2016,PTFC,BOS,PTFC-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-bos-090416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-ptfc-bos-090416.csv,,week-17,no,,
9/4/16,2016,9,4,nwsl-2016,NWSL 2016,CRS,SRFC,CRS-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-srfc-090416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-crs-srfc-090416.csv,,week-17,no,,
9/4/16,2016,9,4,nwsl-2016,NWSL 2016,FCKC,SBFC,FCKC-SBFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-fckc-sbfc-090416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-fckc-sbfc-090416.csv,,week-17,no,,
9/7/16,2016,9,7,nwsl-2016,NWSL 2016,PTFC,HOU,PTFC-HOU,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-hou-090716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-ptfc-hou-090716.csv,,week-18,no,,
9/7/16,2016,9,7,nwsl-2016,NWSL 2016,WAS,SRFC,WAS-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-srfc-090716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-was-srfc-090716.csv,,week-18,no,,
9/7/16,2016,9,7,nwsl-2016,NWSL 2016,BOS,WNYF,BOS-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-bos-wnyf-090716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-bos-wnyf-090716.csv,,week-18,no,,
9/7/16,2016,9,7,nwsl-2016,NWSL 2016,CRS,FCKC,CRS-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-fckc-090716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-crs-fckc-090716.csv,,week-18,no,,
9/7/16,2016,9,7,nwsl-2016,NWSL 2016,SBFC,ORL,SBFC-ORL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-orl-090716.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-sbfc-orl-090716.csv,,week-18,no,,
9/10/16,2016,9,10,nwsl-2016,NWSL 2016,ORL,SBFC,ORL-SBFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-sbfc-091016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-orl-sbfc-091016.csv,,week-19,no,,
9/11/16,2016,9,11,nwsl-2016,NWSL 2016,PTFC,WNYF,PTFC-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-wnyf-091116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-ptfc-wnyf-091116.csv,,week-19,no,,
9/11/16,2016,9,11,nwsl-2016,NWSL 2016,HOU,BOS,HOU-BOS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-bos-091116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-hou-bos-091116.csv,,week-19,no,,
9/11/16,2016,9,11,nwsl-2016,NWSL 2016,FCKC,CRS,FCKC-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-fckc-crs-091116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-fckc-crs-091116.csv,,week-19,no,,
9/11/16,2016,9,11,nwsl-2016,NWSL 2016,SRFC,WAS,SRFC-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-srfc-was-091116.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-srfc-was-091116.csv,,week-19,no,,
9/24/16,2016,9,24,nwsl-2016,NWSL 2016,ORL,FCKC,ORL-FCKC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-orl-fckc-092416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-orl-fckc-092416.csv,,week-20,no,,
9/24/16,2016,9,24,nwsl-2016,NWSL 2016,BOS,WNYF,BOS-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-bos-wnyf-092416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-bos-wnyf-092416.csv,,week-20,no,,
9/24/16,2016,9,24,nwsl-2016,NWSL 2016,CRS,WAS,CRS-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-crs-was-092416.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-crs-was-092416.csv,,week-20,no,,
9/25/16,2016,9,25,nwsl-2016,NWSL 2016,SBFC,PTFC,SBFC-PTFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-sbfc-ptfc-092516.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-sbfc-ptfc-092516.csv,,week-20,no,,
9/25/16,2016,9,25,nwsl-2016,NWSL 2016,HOU,SRFC,HOU-SRFC,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-hou-srfc-092516.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-hou-srfc-092516.csv,,week-20,no,,
9/30/16,2016,9,30,nwsl-2016,NWSL 2016,WAS,CRS,WAS-CRS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-was-crs-093016.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-was-crs-093016.csv,,semifinal,no,,
10/2/16,2016,10,2,nwsl-2016,NWSL 2016,PTFC,WNYF,PTFC-WNYF,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-ptfc-wnyf-100216.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-ptfc-wnyf-100216.csv,,semifinal,no,,
10/9/16,2016,10,9,nwsl-2016,NWSL 2016,WNYF,WAS,WNYF-WAS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/nwsl-2016/nwsl-2016-wnyf-was-100916.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/nwsl-2016/nwsl-2016-wnyf-was-100916.csv,,championship,no,,
3/1/17,2017,3,1,shebelieves-cup-2017,SheBelieves Cup 2017,USA,GER,USA-GER,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/shebelieves-cup-2017/shebelieves-cup-2017-usa-ger-030117.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/shebelieves-cup-2017/shebelieves-cup-2017-usa-ger-030117.csv,,,no,1,2
3/4/17,2017,3,4,shebelieves-cup-2017,SheBelieves Cup 2017,USA,ENG,USA-ENG,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/shebelieves-cup-2017/shebelieves-cup-2017-usa-eng-030417.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/shebelieves-cup-2017/shebelieves-cup-2017-usa-eng-030417.csv,,,no,1,5
3/7/17,2017,3,7,shebelieves-cup-2017,SheBelieves Cup 2017,USA,FRA,USA-FRA,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/shebelieves-cup-2017/shebelieves-cup-2017-usa-fra-030717.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/shebelieves-cup-2017/shebelieves-cup-2017-usa-fra-030717.csv,,,no,1,3
4/6/17,2017,4,6,international-friendlies-2017,International Friendlies 2017,USA,RUS,USA-RUS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/international-friendlies-2017/international-friendlies-2017-usa-rus-040617.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/international-friendlies-2017/international-friendlies-2017-usa-rus-040617.csv,,,no,2,25
4/9/17,2017,4,9,international-friendlies-2017,International Friendlies 2017,USA,RUS,USA-RUS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/international-friendlies-2017/international-friendlies-2017-usa-rus-040917.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/international-friendlies-2017/international-friendlies-2017-usa-rus-040917.csv,,,no,2,25
6/8/17,2017,6,8,international-friendlies-2017,International Friendlies 2017,SWE,USA,SWE-USA,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/international-friendlies-2017/international-friendlies-2017-swe-usa-060817.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/international-friendlies-2017/international-friendlies-2017-swe-usa-060817.csv,,,no,6,2
6/11/17,2017,6,11,international-friendlies-2017,International Friendlies 2017,NOR,USA,NOR-USA,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/international-friendlies-2017/international-friendlies-2017-nor-usa-061117.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/international-friendlies-2017/international-friendlies-2017-nor-usa-061117.csv,,,no,11,2
7/27/17,2017,7,27,ton-2017,Tournament of Nations 2017,USA,AUS,USA-AUS,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/ton-2017/ton-2017-usa-aus-072717.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/ton-2017/ton-2017-usa-aus-072717.csv,,,no,1,7
8/3/17,2017,8,3,ton-2017,Tournament of Nations 2017,USA,JPN,USA-JPN,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/ton-2017/ton-2017-usa-jpn-080317.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/ton-2017/ton-2017-usa-jpn-080317.csv,,,no,1,6
9/15/17,2017,9,15,international-friendlies-2017,International Friendlies 2017,USA,NZL,USA-NZL,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/international-friendlies-2017/international-friendlies-2017-usa-nzl-091517.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/international-friendlies-2017/international-friendlies-2017-usa-nzl-091517.csv,,,no,1,19
1/21/18,2018,1,21,international-friendlies-2018,International Friendlies 2018,USA,DEN,USA-DEN,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/international-friendlies-2018/international-friendlies-2018-usa-den-012118.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/international-friendlies-2018/international-friendlies-2018-usa-den-012118.csv,,,no,1,12
3/1/18,2018,3,1,shebelieves-cup-2018,SheBelieves Cup 2018,USA,GER,USA-GER,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/shebelieves-cup-2018/shebelieves-cup-2018-usa-ger-030118.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/shebelieves-cup-2018/shebelieves-cup-2018-usa-ger-030118.csv,,,no,1,2
3/4/18,2018,3,4,shebelieves-cup-2018,SheBelieves Cup 2018,USA,FRA,USA-FRA,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/shebelieves-cup-2018/shebelieves-cup-2018-usa-fra-030418.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/shebelieves-cup-2018/shebelieves-cup-2018-usa-fra-030418.csv,,,no,1,6
3/7/18,2018,3,7,shebelieves-cup-2018,SheBelieves Cup 2018,USA,ENG,USA-ENG,,https://raw.githubusercontent.com/amj2012/wosostats/master/source/csv/shebelieves-cup-2018/shebelieves-cup-2018-usa-eng-030718.csv,https://raw.githubusercontent.com/amj2012/wosostats/master/stats/shebelieves-cup-2018/shebelieves-cup-2018-usa-eng-030718.csv,,,no,1,3