"Player","Team","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","Shot.Pressd","Pct.Shots.Pressd","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","KP.to.Goal","Key.Assists","Second.Assists","Unscored.Key.Passes","KP.Goal","Assists.per.90","Key.Passes.per.90","Assists.per.Pass","Key.Passes.per.Pass","Big.Chances","Big.Chances.per.90","BC.Scored","BC.to.Goal","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Comp.Pct","Pct.opPass.Pressd","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Comp.Pct","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Comp.Pct","Pct.Pass.Pressd","PPass.Comp","PPass.Att","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.Pass","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Att.per.opPass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","CK.Effectiveness","Corner.Kicks.Taken","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Comp.Pct","FK.Pass.Att","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","TO.Won","TO.Win.Pct","Take.Ons","TO.Lost","Dispossessed","Lost.Touches","AD.Won","AD.Win.Pct","Aerial.Duels","AD.Lost","Tackles","Dispossesses","Dribbled","Press.Opp","Challenge.Opp","Recoveries","Def.Recoveries","Poss.Recoveries","Interceptions","Blocks","Clearances","Balls.Shields","Saves","Goals.Allowed","SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls","HB.Won","HB.Lost","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses","Crosses.Won","Crosses.Lost","Corner.Kicks","CKs.Won","CKs.Lost","Free.Kicks","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","All.Pass.Comp","Distribution.Success","All.Pass.Att","Throw.Comp","Throw.Comp.Pct","Throw.Att","Drop.Kick.Comp","Drop.Kick.Comp.Pct","Drop.Kick.Att","GK.FK.Comp","GK.FK.Comp.Pct","GK.FK.Att","Int.per.90"
"Krieger","USA",426,5,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.211267605633803,0,0,0,0,0,NA,0,0,0,0,0,191,235,0.812765957446808,170,206,0.825242718446602,47,55,0.854545454545454,0.266990291262136,0.629787234042553,0.212765957446809,0.157446808510638,109,148,0.736486486486487,46,50,0.92,36,37,0.972972972972973,0.616504854368932,0.223300970873786,0.160194174757282,96,127,0.755905511811024,42,46,0.91304347826087,32,33,0.96969696969697,0.238297872340426,48,56,0.857142857142857,0.535714285714286,0.232142857142857,0.232142857142857,24,30,0.8,12,13,0.923076923076923,12,13,0.923076923076923,5,8,1.69014084507042,0.0340425531914894,0.0388349514563107,0.625,7,1,6,16,3.38028169014085,0.0680851063829787,0.0776699029126214,0.375,16,21,4.43661971830986,0.0893617021276596,0.101941747572816,0.761904761904762,17,25,5.28169014084507,0.106382978723404,0.68,0,NA,0,0,0,4,1,4,0,0,0,0,4,3,0.5,6,3,1,2,10,0.434782608695652,23,13,4,0,3,18,18,41,21,20,12,7,10,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.53521126760563
"Lloyd","USA",729,9,7,22,2.71604938271605,0.545454545454545,5,0,10,5,0.227272727272727,3,16,0,2,0,0,2,2,1,2,0,0,1,0.246913580246914,0.246913580246914,0,0,8,0.987654320987654,4,0.5,2,2,0,0,0,170,223,0.762331838565022,168,221,0.760180995475113,102,124,0.82258064516129,0.561085972850679,0.556053811659193,0.219730941704036,0.224215246636771,81,124,0.653225806451613,40,49,0.816326530612245,49,50,0.98,0.561085972850679,0.217194570135747,0.221719457013575,81,124,0.653225806451613,39,48,0.8125,48,49,0.979591836734694,0.556053811659193,102,124,0.82258064516129,0.532258064516129,0.209677419354839,0.258064516129032,49,66,0.742424242424242,22,26,0.846153846153846,31,32,0.96875,3,6,0.740740740740741,0.0269058295964126,0.0271493212669683,0.5,5,1,4,7,0.864197530864198,0.031390134529148,0.0316742081447964,0.571428571428571,4,10,1.23456790123457,0.0448430493273543,0.0452488687782805,0.4,0,0,0,0,NA,1,1,1,0,0,1,1,1,0,0,3,0,4,27,0.72972972972973,37,10,20,16,34,0.515151515151515,66,32,10,2,20,138,33,53,32,21,8,15,3,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.987654320987654
"McCaffrey","USA",143,1,0,1,0.629370629370629,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0.629370629370629,0.629370629370629,0,0,0,0,0,NA,0,0,0,0,0,44,57,0.771929824561403,44,57,0.771929824561403,22,29,0.758620689655172,0.508771929824561,0.298245614035088,0.315789473684211,0.385964912280702,12,17,0.705882352941177,11,18,0.611111111111111,21,22,0.954545454545455,0.298245614035088,0.315789473684211,0.385964912280702,12,17,0.705882352941177,11,18,0.611111111111111,21,22,0.954545454545455,0.508771929824561,22,29,0.758620689655172,0.310344827586207,0.275862068965517,0.413793103448276,6,9,0.666666666666667,5,8,0.625,11,12,0.916666666666667,3,9,5.66433566433567,0.157894736842105,0.157894736842105,0.333333333333333,8,1,0,0,0,0,0,NA,1,4,2.51748251748252,0.0701754385964912,0.0701754385964912,0.25,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,17,0.653846153846154,26,9,0,1,2,0.333333333333333,6,4,0,0,3,19,8,9,6,3,0,1,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Mewis","USA",281,3,2,9,2.88256227758007,0.666666666666667,4,0,3,3,0.333333333333333,2,4,0,3,0,0,0,1,0,0,0,1,0,0,0.320284697508897,0,0,1,0.320284697508897,0,0,0,1,0,0,0,155,181,0.856353591160221,155,181,0.856353591160221,74,84,0.880952380952381,0.464088397790055,0.519337016574586,0.232044198895028,0.248618784530387,72,94,0.765957446808511,39,42,0.928571428571429,44,45,0.977777777777778,0.519337016574586,0.232044198895028,0.248618784530387,72,94,0.765957446808511,39,42,0.928571428571429,44,45,0.977777777777778,0.464088397790055,74,84,0.880952380952381,0.404761904761905,0.214285714285714,0.380952380952381,26,34,0.764705882352941,16,18,0.888888888888889,32,32,1,0,1,0.320284697508897,0.00552486187845304,0.00552486187845304,0,1,0,2,5,1.60142348754448,0.0276243093922652,0.0276243093922652,0.4,2,4,1.28113879003559,0.0220994475138122,0.0220994475138122,0.5,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,1,0,1,7,0.777777777777778,9,2,2,3,29,0.707317073170732,41,12,2,0,1,35,11,27,12,15,6,9,5,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.92170818505338
"Morgan","USA",721,8,8,29,3.61997226074896,0.724137931034483,12,1,8,16,0.551724137931034,9,17,0,2,0,0,2,1,1,1,0,0,1,0.249653259361997,0.124826629680999,0,0,8,0.998613037447989,7,0.875,1,0,0,1,0,111,158,0.70253164556962,111,157,0.707006369426752,79,116,0.681034482758621,0.738853503184713,0.29746835443038,0.322784810126582,0.379746835443038,23,47,0.48936170212766,36,51,0.705882352941177,52,60,0.866666666666667,0.292993630573248,0.32484076433121,0.382165605095541,23,46,0.5,36,51,0.705882352941177,52,60,0.866666666666667,0.734177215189873,79,116,0.681034482758621,0.275862068965517,0.318965517241379,0.405172413793103,14,32,0.4375,24,37,0.648648648648649,41,47,0.872340425531915,4,11,1.37309292649098,0.069620253164557,0.0700636942675159,0.363636363636364,11,0,0,1,0.124826629680999,0.00632911392405063,0.00636942675159236,0,3,6,0.748959778085992,0.0379746835443038,0.0382165605095541,0.5,0,1,0.124826629680999,0.00632911392405063,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,16,0.484848484848485,33,17,18,13,30,0.566037735849057,53,23,3,0,5,68,9,27,10,17,5,9,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.624133148404993
"Naeher","USA",94,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,8,1,6,6,1,1,1,1,0.166666666666667,0.75,0.25,0,6,6,1,2,2,1,0,0,NA,0.833333333333333,0.166666666666667,0,5,5,1,1,1,1,0,0,NA,0.125,1,1,1,0,1,0,0,0,NA,1,1,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,NA,0,0,0,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,8,2,1,2,0,NA,0,1,1,1,0
"O'Hara","USA",499,5,1,4,0.721442885771543,0.5,1,0,2,2,0.5,1,2,0,1,0,0,0,2,0.5,0,1,1,1,0,0.360721442885772,0,0,1,0.180360721442886,1,1,0,0,0,1,0,244,326,0.748466257668712,205,267,0.767790262172285,88,111,0.792792792792793,0.415730337078652,0.585889570552147,0.230061349693252,0.184049079754601,129,191,0.675392670157068,56,75,0.746666666666667,59,60,0.983333333333333,0.610486891385768,0.224719101123595,0.164794007490637,115,163,0.705521472392638,47,60,0.783333333333333,43,44,0.977272727272727,0.340490797546012,88,111,0.792792792792793,0.657657657657658,0.225225225225225,0.117117117117117,55,73,0.753424657534247,21,25,0.84,12,13,0.923076923076923,9,22,3.96793587174349,0.0674846625766871,0.0823970037453183,0.409090909090909,18,4,7,17,3.06613226452906,0.0521472392638037,0.0636704119850187,0.411764705882353,15,24,4.32865731462926,0.0736196319018405,0.0898876404494382,0.625,30,45,8.11623246492986,0.138036809815951,0.666666666666667,6,0.6,10,0,0,3,0.75,4,0,0,0,0,4,6,0.666666666666667,9,3,3,1,11,0.578947368421053,19,8,8,0,6,33,15,40,25,14,17,17,13,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,3.06613226452906
"O'Reilly","USA",49,0,0,1,1.83673469387755,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,22,29,0.758620689655172,22,29,0.758620689655172,13,17,0.764705882352941,0.586206896551724,0.344827586206897,0.241379310344828,0.413793103448276,8,10,0.8,2,7,0.285714285714286,12,12,1,0.344827586206897,0.241379310344828,0.413793103448276,8,10,0.8,2,7,0.285714285714286,12,12,1,0.586206896551724,13,17,0.764705882352941,0.352941176470588,0.352941176470588,0.294117647058824,6,6,1,2,6,0.333333333333333,5,5,1,1,4,7.3469387755102,0.137931034482759,0.137931034482759,0.25,4,0,0,1,1.83673469387755,0.0344827586206897,0.0344827586206897,0,5,5,9.18367346938776,0.172413793103448,0.172413793103448,1,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,0.25,4,3,2,0,1,5,7,2,0,2,0,2,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"Press","USA",351,2,2,12,3.07692307692308,0.333333333333333,2,0,8,3,0.25,0,5,0,5,1,0,1,1,1,1,0,0,1,0.256410256410256,0.256410256410256,0,0,4,1.02564102564103,1,0.25,0,2,1,0,0,84,128,0.65625,84,127,0.661417322834646,48,68,0.705882352941177,0.535433070866142,0.4453125,0.234375,0.3203125,29,57,0.508771929824561,18,30,0.6,37,41,0.902439024390244,0.440944881889764,0.236220472440945,0.322834645669291,29,56,0.517857142857143,18,30,0.6,37,41,0.902439024390244,0.53125,48,68,0.705882352941177,0.411764705882353,0.264705882352941,0.323529411764706,16,28,0.571428571428571,11,18,0.611111111111111,21,22,0.954545454545455,4,12,3.07692307692308,0.09375,0.094488188976378,0.333333333333333,12,0,0,1,0.256410256410256,0.0078125,0.0078740157480315,0,2,11,2.82051282051282,0.0859375,0.0866141732283465,0.181818181818182,0,1,0.256410256410256,0.0078125,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,9,0.473684210526316,19,10,10,3,8,0.363636363636364,22,14,7,0,6,55,18,33,11,22,4,6,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.02564102564103
"Pugh","USA",497,5,1,8,1.44869215291751,0.375,2,0,5,2,0.25,1,2,1,4,0,0,4,3,0.333333333333333,1,0,2,1,0.724346076458753,0.543259557344064,0,0,2,0.362173038229376,1,0.5,0,1,0,1,0,137,172,0.796511627906977,136,171,0.795321637426901,83,104,0.798076923076923,0.608187134502924,0.348837209302326,0.25,0.401162790697674,37,60,0.616666666666667,34,43,0.790697674418605,66,69,0.956521739130435,0.350877192982456,0.245614035087719,0.403508771929825,37,60,0.616666666666667,33,42,0.785714285714286,66,69,0.956521739130435,0.604651162790698,83,104,0.798076923076923,0.336538461538462,0.269230769230769,0.394230769230769,22,35,0.628571428571429,21,28,0.75,40,41,0.975609756097561,9,14,2.53521126760563,0.0813953488372093,0.0818713450292398,0.642857142857143,14,0,1,2,0.362173038229376,0.0116279069767442,0.0116959064327485,0.5,7,17,3.0784708249497,0.0988372093023256,0.0994152046783626,0.411764705882353,1,1,0.181086519114688,0.00581395348837209,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,38,0.703703703703704,54,16,13,10,10,0.37037037037037,27,17,4,1,9,75,32,54,30,23,8,16,2,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.44869215291751
"Sauerbrunn","USA",662,7,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,0,0,0,0,0.13595166163142,0,0,0,0,0,0,NA,0,0,0,0,0,332,367,0.904632152588556,329,359,0.916434540389972,51,62,0.82258064516129,0.172701949860724,0.536784741144414,0.329700272479564,0.133514986376022,167,197,0.847715736040609,117,121,0.966942148760331,48,49,0.979591836734694,0.540389972144847,0.323119777158774,0.136490250696379,166,194,0.855670103092783,115,116,0.991379310344828,48,49,0.979591836734694,0.171662125340599,52,63,0.825396825396825,0.571428571428571,0.158730158730159,0.26984126984127,26,36,0.722222222222222,10,10,1,16,17,0.941176470588235,1,1,0.13595166163142,0.00272479564032698,0.00278551532033426,1,1,0,6,15,2.0392749244713,0.0408719346049046,0.0417827298050139,0.4,4,5,0.6797583081571,0.0136239782016349,0.0139275766016713,0.8,2,6,0.81570996978852,0.0163487738419619,0.333333333333333,0,NA,0,0,0,1,0.5,2,0,0,0,0,2,7,1,7,0,2,1,29,0.707317073170732,41,12,4,0,4,31,20,59,35,23,12,25,28,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.63141993957704
"Solo","USA",756,8,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,90,137,0.656934306569343,75,112,0.669642857142857,3,4,0.75,0.0357142857142857,0.985401459854015,0.0145985401459854,0,88,135,0.651851851851852,2,2,1,0,0,NA,0.982142857142857,0.0178571428571429,0,73,110,0.663636363636364,2,2,1,0,0,NA,0.0291970802919708,3,4,0.75,1,0,0,3,4,0.75,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,26,72,8.57142857142857,0.525547445255474,0.642857142857143,0.361111111111111,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,5,0.714285714285714,7,0,0,0,0,7,0,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,19,17,2,1,1,0,0,12,1,13,0.0769230769230769,1,1,0,0,10,10,0,7,1,0,0,0,5,5,0,2,2,0,3,3,0,1,0,90,0.656934306569343,137,7,1,7,3,0.272727272727273,11,23,0.560975609756098,41,0.119047619047619
"Sonnett","USA",253,3,0,1,0.355731225296443,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,116,125,0.928,115,123,0.934959349593496,25,29,0.862068965517241,0.235772357723577,0.648,0.224,0.128,72,81,0.888888888888889,28,28,1,16,16,1,0.650406504065041,0.227642276422764,0.121951219512195,72,80,0.9,28,28,1,15,15,1,0.232,25,29,0.862068965517241,0.620689655172414,0.172413793103448,0.206896551724138,14,18,0.777777777777778,5,5,1,6,6,1,0,0,0,0,0,NA,0,0,2,5,1.77865612648221,0.04,0.040650406504065,0.4,1,1,0.355731225296443,0.008,0.00813008130081301,1,0,1,0.355731225296443,0.008,0,0,NA,0,0,0,1,1,1,0,0,0,0,1,0,NA,0,0,0,0,11,0.916666666666667,12,1,2,0,0,4,2,14,10,4,2,3,7,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.711462450592885
